1.923843 0.999226 -1.832832
7.160192 3.938286 3.109463
8.945304 6.776025 -2.202551
0.165135 1.068723 -1.087909
0.611974 7.281555 -2.880081
9.985469 3.826571 -0.924921
1.185329 1.531371 -0.697551
7.106690 9.992259 -0.134464
5.494603 2.160478 -0.528768
6.507186 9.226585 0.076075
9.275064 5.220701 -1.279853
9.522406 3.945924 -0.100949
0.797906 4.267479 -1.141789
9.714639 4.344559 2.746197
2.539232 0.858099 -1.049856
8.549512 6.299836 0.219252
4.140903 7.677854 1.956668
8.421554 7.099534 -1.821170
5.794552 2.223658 2.987414
1.721741 4.435667 2.837814
6.017309 4.802794 1.642116
6.601265 8.230219 1.682053
1.738259 7.319785 0.550985
4.684315 0.172944 -2.339350
4.977549 8.675915 -0.350195
6.001474 3.580232 -1.185793
3.031446 1.270228 -2.327565
7.756265 5.029753 0.805573
9.503606 9.592934 1.478082
1.520607 4.177534 -1.202135
2.633020 5.436815 0.802783
9.251275 4.774064 0.695037
