7.290688 2.884950 1.742434
9.484454 1.554995 -1.946688
1.133390 7.268491 -0.241125
6.145311 0.247854 1.680828
4.669106 7.622747 1.240920
6.863149 9.882567 -1.854685
6.882300 9.940873 0.787453
7.681110 9.915647 -2.181767
7.678964 2.846898 -2.029028
9.776484 6.741994 -1.840935
4.972180 0.457821 1.383655
3.343817 2.930856 -1.432940
4.200440 9.345846 -2.188906
7.219608 1.845826 -2.946615
3.921199 7.790312 1.751489
9.802868 2.157979 0.827265
3.261838 8.948473 -0.441374
3.237436 5.452689 1.075148
1.595584 7.939858 2.722237
4.000415 0.988487 -2.279000
4.072240 0.627232 2.203935
4.714606 7.425782 0.662033
1.793904 1.471742 0.520080
7.262621 2.906569 0.693276
9.563993 1.266691 2.660697
3.464629 0.763756 2.661063
1.145292 4.116943 -2.398454
3.952146 9.161511 0.831177
3.390749 6.888883 -1.176834
4.146739 4.833999 2.953544
7.723523 6.215685 -0.771013
2.771286 7.931896 -0.975506
0.352916 9.560887 2.737733
1.270279 9.512607 -2.715025
1.600670 2.660370 -2.712385
1.320722 0.078045 -2.396655
4.169345 3.284304 -2.921016
5.352348 2.210679 1.601260
5.196031 5.144286 -0.231879
2.113425 6.680545 -0.545194
8.554972 9.569005 -0.813324
3.496862 0.340920 0.062362
9.784877 9.835461 -1.114268
1.686185 4.231713 -2.432200
0.746075 8.377309 2.750873
7.065103 7.092624 -2.581540
9.361127 2.818797 -2.265883
6.846149 7.132055 2.414714
1.520453 1.371139 1.161786
1.404059 8.868650 1.850805
6.993799 2.697725 1.255929
0.329470 9.115474 -2.424571
3.495496 3.994646 2.379371
7.520844 5.743091 -0.468081
3.798273 2.600742 0.148769
6.723594 7.786697 0.147994
1.532925 8.526894 -1.256582
3.248565 9.421581 2.175732
6.643088 3.066702 2.596373
3.348260 9.617680 1.004258
1.701575 7.283131 -1.087183
8.350139 1.094726 1.275503
3.593377 9.378630 2.396624
7.586202 6.194349 3.012044
1.429347 8.914732 -1.135275
2.806087 4.074944 -0.598607
2.993519 4.656299 0.065224
